HA_USAGE,topicDistribution_0,topicDistribution_1,topicDistribution_2,topicDistribution_3,topicDistribution_4
444,3.299760125510574E-4,3.476025668084304E-4,3.4472220288595174E-4,3.35740580960887E-4,0.9986419174363854
1080,1.3587526701314953E-4,1.4304432905709298E-4,1.418798592439042E-4,0.9994424883392574,1.3681886595989597E-4
1024,1.432208640713742E-4,1.5086138023353549E-4,1.4961131074546936E-4,1.4571330098104733E-4,1.4428675025546507E-4
464,3.1598121690412797E-4,3.326437050476414E-4,3.298873056745678E-4,3.2135508671702197E-4,3.1814667235512324E-4
150,0.9959859459619227,0.0010255383224357052,0.9960293785501264,0.9960029144717792,9.8084130656703E-4
239,6.121468603379109E-4,0.997508496249219,6.395425979539157E-4,6.228238294131942E-4,6.167260664583736E-4
1,0.0841935238752947,0.08876325111715913,0.08804785317200778,0.08568587278758613,0.08486475386419458
487,0.9987594074329055,3.169576459136909E-4,3.1433119515911125E-4,3.061414150852429E-4,3.0320680669173173E-4
1611,0.999624574832409,9.59174216440172E-5,9.513402833787088E-5,9.264429753878462E-5,9.173730538564694E-5
1219,1.2032632170210632E-4,1.2674324298100943E-4,1.2569302443875673E-4,1.2246482480566387E-4,1.2121970857441224E-4
252,5.806448882935912E-4,6.118933546074556E-4,6.065938729043289E-4,5.907887375010077E-4,5.850047158017202E-4
712,2.059014369846286E-4,2.1690010676908298E-4,2.1517102366656855E-4,2.0955324632068235E-4,2.074474173517663E-4
261,0.9976882305769312,0.9977181443213153,5.858425132508026E-4,0.9976980422178685,0.9976923997999003
385,3.8044606415003944E-4,4.0081412320690956E-4,3.974875667369257E-4,3.870923444277764E-4,3.833025906307225E-4
1797,8.163296864400403E-5,8.599352163867373E-5,8.528096435776153E-5,8.305904427546716E-5,8.22458954753408E-5
1520,9.656587284923913E-5,1.0166297048300965E-4,1.0084802259029633E-4,0.9996037784111895,0.999602830990363
383,3.824288500693583E-4,0.9984435762860745,3.995192119583573E-4,3.8910981848825374E-4,3.853160478479781E-4
355,4.1252906056017555E-4,0.9983210813368829,0.9983175289600333,4.197501282973876E-4,4.1586770201792854E-4
